id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
843481456379840308,Rental unit in Albany · 3 bedrooms · 2 beds · 1 bath,188679144,Elizabeth,,SIXTH WARD,42.65481,-73.76352,Entire home/apt,90,1,2,2023-09-04,0.21,8,365,2,
845960193409947556,Home in Albany · ★4.95 · 4 bedrooms · 5 beds · 2 baths,268741708,Nanette,,FIRST WARD,42.63504,-73.79833,Entire home/apt,231,2,43,2024-01-04,4.48,1,91,43,
846586211673806912,Rental unit in Albany · ★4.60 · 3 bedrooms · 3 beds · 2 baths,49372011,Phil,,TWELFTH WARD,42.67336,-73.78619,Entire home/apt,175,3,10,2023-10-07,1.12,2,361,10,
850173470105833039,Townhouse in Albany · ★4.98 · 1 bedroom · 2 beds · 1 private bath,120815848,Phat,,SECOND WARD,42.6446,-73.75885,Private room,90,1,61,2023-12-29,6.65,1,334,61,
850653820133738660,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,20536619,Emily,,THIRTEENTH WARD,42.67177,-73.79464,Private room,52,5,5,2023-11-03,0.94,2,144,5,
855336679720071303,Rental unit in Albany · ★4.75 · 1 bedroom · 2 beds · 1 bath,186074828,Blake,,SECOND WARD,42.6457663,-73.7586141,Entire home/apt,85,1,28,2023-12-03,3.08,1,88,28,
857981934159027424,Rental unit in Albany · ★4.73 · 1 bedroom · 1 bed · 1 bath,60293220,David,,THIRD WARD,42.65817,-73.74935,Entire home/apt,78,3,11,2023-12-16,1.45,3,365,11,
870292500281763717,Rental unit in Albany · ★4.63 · 1 bedroom · 2 beds · 1 bath,510191554,He,,FOURTEENTH WARD,42.66947,-73.81607,Entire home/apt,79,1,48,2023-12-17,5.48,1,0,48,
870457209918967324,Home in Albany · 1 bedroom · 1 bed · 1 private bath,177073982,Cristian,,FOURTEENTH WARD,42.66128,-73.80548,Private room,55,3,1,2023-10-01,0.31,2,0,1,
879054943124868639,Home in Albany · 1 bedroom · 1 bed · 1 shared bath,24423279,Leslie,,FOURTEENTH WARD,42.66065,-73.80439,Private room,199,7,0,,,1,218,0,
880290989870286099,Rental unit in Albany · ★4.83 · 3 bedrooms · 3 beds · 2 baths,49372011,Phil,,ELEVENTH WARD,42.67355,-73.78496,Entire home/apt,175,2,18,2023-11-27,2.27,2,179,18,
881231954286264195,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,37769478,Erion,,SIXTH WARD,42.65379,-73.76901,Entire home/apt,117,1,8,2023-06-13,0.96,8,247,8,
882229561343619620,Rental unit in Albany · ★4.85 · 1 bedroom · 1 bed · 1 bath,512736975,Miguelino,,TENTH WARD,42.6599733,-73.7747433,Entire home/apt,72,2,26,2023-12-03,3.33,1,177,26,
887167811237271928,Rental unit in Albany · ★4.85 · 1 bedroom · 2 beds · 1 shared bath,459472925,Gabriel,,THIRD WARD,42.66246,-73.76576,Private room,45,1,13,2023-09-16,1.81,2,363,13,
887179061681202083,Rental unit in Albany · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,459472925,Gabriel,,THIRD WARD,42.6628771,-73.76534029999999,Private room,45,1,11,2023-09-15,1.42,2,343,11,
